19,N,90,2.5
2,N,60,6.1
7,N,80,10.8
7,N,240,4.2
15,N,320,1.6
9,N,260,1.3
5,N,190,3.5
8,N,200,2.5
6,N,180,7.5
11,N,160,4.5
22,N,240,6.0
18,N,50,9.7
23,N,120,1.4
10,N,110,6.2
2,N,120,1.6
2,N,150,10.2
0,N,320,10.1
13,N,350,2.4
12,N,300,10.6
11,N,300,5.7
15,N,350,8.1
16,N,20,10.6
19,N,70,8.7
20,N,260,7.6
8,N,240,2.6
8,C,32767,0.0
14,V,32767,6.5
8,N,240,1.0
2,N,160,5.8
1,N,330,5.9
4,N,230,1.1
8,N,250,4.4
6,N,210,7.3
9,N,20,7.1
8,N,250,9.9
11,N,120,6.0
11,N,280,2.6
7,N,230,6.7
11,N,130,1.9
9,N,120,3.1
20,N,80,7.0
4,N,280,7.1
19,N,190,4.2
1,N,70,7.1
1,N,100,8.8
2,N,340,6.7
19,N,250,2.6
23,N,310,10.3
22,N,290,2.6
9,N,260,1.5
14,C,32767,0.0
4,N,130,6.3
5,V,32767,8.4
5,N,160,4.9
21,N,30,2.1
21,N,20,6.6
17,N,30,1.4
21,N,230,8.3
7,N,50,3.1
18,N,40,3.5
17,N,40,9.1
18,N,340,5.5
1,N,320,8.7
16,N,20,1.6
14,N,320,5.5
10,N,260,10.4
10,N,90,7.9
9,N,240,11.0
8,N,250,10.3
17,N,40,10.4
14,N,280,8.1
16,N,210,7.8
9,N,90,2.9
22,N,100,3.4
2,N,130,2.4
21,C,32767,0.0
10,N,90,7.0
19,N,10,3.8
21,V,32767,11.5
20,N,70,1.1
4,N,340,1.1
12,N,320,3.1
16,N,350,1.7
18,N,230,11.0
5,N,160,10.7
12,N,310,2.8
11,N,120,4.5
6,N,90,5.8
21,N,30,10.9
19,N,30,5.9
2,N,20,10.5
2,N,350,6.5
22,N,290,9.7
18,N,50,4.7
17,N,200,3.5
19,N,290,5.1
6,N,150,10.5
2,N,150,2.9
5,N,40,7.3
2,N,70,5.3
18,C,32767,0.0
12,N,60,4.7
2,N,330,4.7
13,N,340,7.0
20,V,32767,3.7
16,N,210,6.1
22,N,250,9.4
18,N,210,1.8
10,N,140,1.7
9,N,90,9.7
21,N,80,5.4
13,N,110,10.6
20,N,350,4.0
3,N,350,5.2
13,N,150,1.0
15,N,290,3.1
17,N,220,4.0
22,N,120,4.5
11,N,70,8.0
10,N,270,4.0
6,N,50,3.0
18,N,20,7.3
8,N,220,10.8
7,N,60,3.2
18,N,270,6.5
12,C,32767,0.0
7,N,200,1.5
17,N,20,3.1
19,N,250,7.8
8,N,250,3.7
7,V,32767,9.3
16,N,20,10.7
15,N,60,3.8
17,N,160,4.8
17,N,250,6.9
13,N,320,7.7
13,N,150,10.4
13,N,290,4.8
19,N,60,2.6
14,N,300,4.6
22,N,340,3.6
14,N,220,6.7
6,N,50,7.1
16,N,20,6.2
3,N,170,10.4
22,N,290,5.9
10,N,100,2.8
20,N,80,9.8
3,N,300,10.2
5,N,60,3.7
15,C,32767,0.0
19,N,270,4.3
19,N,90,7.0
22,N,80,1.7
16,N,10,5.5
7,N,190,2.1
4,V,32767,6.3
21,N,60,7.8
3,N,140,2.6
19,N,60,2.7
11,N,120,9.4
1,N,320,3.7
3,N,170,9.1
7,N,60,10.2
20,N,270,2.6
1,N,40,9.7
22,N,120,10.8
5,N,200,2.9
3,N,360,1.2
12,N,150,7.1
8,N,210,9.6
6,N,40,9.1
17,N,340,10.6
21,N,230,8.2
2,N,350,1.9
10,C,32767,0.0
7,N,70,7.4
20,N,80,4.6
19,N,260,9.8
12,N,290,8.6
0,N,120,7.2
13,N,280,8.1
12,V,32767,6.2
2,N,130,1.5
16,N,20,8.9
22,N,110,8.0
3,N,10,2.0
9,N,70,8.6
21,N,100,10.3
4,N,190,6.3
8,N,230,6.2
11,N,70,1.9
14,N,300,7.4
4,N,180,6.8
16,N,150,7.7
12,N,320,9.7
4,N,190,6.4
23,N,320,5.4
10,N,80,2.8
5,N,200,9.3
20,C,32767,0.0
2,N,150,7.2
9,N,140,6.6
9,N,200,10.8
15,N,110,8.8
1,N,140,6.5
19,N,280,6.2
12,N,300,6.5
5,V,32767,6.8
0,N,30,5.6
14,N,160,4.9
6,N,60,9.6
18,N,190,7.0
20,N,210,3.4
3,N,150,3.6
12,N,260,6.9
16,N,190,1.2
12,N,150,1.3
9,N,40,8.3
15,N,190,8.9
2,N,50,4.8
18,N,50,10.8
3,N,170,8.3
4,N,360,2.6
10,N,60,9.4
8,C,32767,0.0
5,N,160,8.1
22,N,270,2.2
13,N,90,7.0
3,N,350,3.0
12,N,310,3.5
21,N,20,5.9
16,N,330,1.5
17,N,350,5.7
9,V,32767,4.7
20,N,10,7.3
13,N,320,6.6
7,N,70,6.4
16,N,360,6.5
6,N,220,2.3
20,N,80,8.2
18,N,40,3.6
4,N,60,9.6
14,N,340,9.6
18,N,200,7.9
3,N,350,2.6
20,N,30,9.0
7,N,190,7.9
2,N,130,4.0
18,N,230,7.1
11,C,32767,0.0
18,N,240,10.0
16,N,200,3.1
19,N,20,8.5
16,N,210,2.4
23,N,100,7.6
18,N,230,2.2
9,N,220,3.5
4,N,180,9.6
19,N,30,8.0
14,V,32767,7.3
2,N,110,6.4
13,N,160,10.6
4,N,110,9.7
21,N,80,6.7
13,N,330,4.7
3,N,290,3.6
13,N,320,7.7
3,N,300,1.6
22,N,290,5.5
19,N,70,3.6
4,N,190,2.2
1,N,170,7.8
11,N,290,1.9
21,N,90,9.6
18,N,50,5.2
2,N,340,2.7
12,N,140,9.4
2,N,340,4.4
11,N,290,2.8
4,N,20,3.6
12,N,300,7.3
15,N,320,6.5
20,N,40,1.8
11,N,70,5.0
10,N,280,4.0
4,N,50,2.6
20,N,80,10.2
12,N,270,6.9
12,N,180,10.1
18,N,50,2.3
2,N,260,9.5
11,N,250,2.5
7,N,40,1.6
1,N,230,6.3
12,N,60,1.6
19,N,190,8.2
21,N,30,2.6
9,N,10,4.2
4,N,150,8.2
22,C,32767,0.0
19,N,60,10.0
9,N,210,5.6
4,N,130,9.5
12,N,90,7.0
10,N,280,8.4
2,N,160,9.9
5,N,330,6.7
7,N,60,1.3
11,N,120,7.8
4,N,150,8.3
17,N,30,3.4
0,V,32767,6.6
19,N,320,9.7
15,N,360,7.0
23,N,80,2.8
22,N,280,10.2
20,N,60,9.1
15,N,180,2.0
5,N,20,4.8
6,N,180,4.5
1,N,320,1.6
11,N,270,10.2
17,N,350,2.2
7,N,200,3.5
22,C,32767,0.0
18,N,230,9.3
0,N,90,4.2
17,N,230,1.5
4,N,180,4.7
7,N,30,9.2
1,N,240,5.2
17,N,350,9.9
5,N,210,3.4
7,N,230,8.3
21,N,190,6.6
7,N,240,10.2
1,N,100,11.0
17,V,32767,9.4
20,N,320,3.9
6,N,60,6.2
19,N,70,1.7
2,N,320,3.9
16,N,190,3.7
2,N,140,5.1
8,N,180,9.2
4,N,150,1.8
23,N,90,3.8
23,N,50,9.7
15,N,190,9.5
16,C,32767,0.0
1,N,250,10.9
7,N,100,10.6
2,N,310,3.0
6,N,90,4.7
5,N,190,10.8
19,N,250,5.1
2,N,340,7.1
22,N,120,4.4
23,N,40,3.1
4,N,180,7.8
11,N,160,1.4
4,N,30,3.9
20,N,30,1.4
5,V,32767,8.6
5,N,330,4.1
17,N,180,7.5
19,N,140,1.7
12,N,320,7.5
0,N,70,4.8
6,N,190,5.4
13,N,320,8.9
15,N,340,3.1
19,N,180,2.9
11,N,40,5.9
5,C,32767,0.0
18,N,50,3.2
4,N,20,1.4
5,N,40,9.0
7,N,230,5.4
19,N,90,7.0
15,N,360,9.0
23,N,310,8.5
19,N,200,5.1
5,N,300,10.6
21,N,80,10.2
4,N,110,3.2
17,N,30,9.8
1,N,270,6.5
10,N,280,2.9
15,V,32767,8.0
21,N,200,2.2
1,N,120,1.2
7,N,100,7.4
15,N,180,6.0
19,N,250,7.0
17,N,90,7.4
5,N,200,10.7
9,N,90,1.3
11,N,250,1.1
19,C,32767,0.0
8,N,30,8.9
17,N,30,6.2
18,N,20,2.0
22,N,70,8.6
6,N,140,8.7
10,N,50,6.6
11,N,20,1.6
8,N,210,2.7
6,N,200,9.4
13,N,280,5.9
21,N,90,1.7
3,N,360,10.3
11,N,270,1.2
18,N,10,5.6
2,N,130,4.9
6,V,32767,9.4
12,N,230,2.3
3,N,100,1.4
17,N,140,4.2
14,N,140,8.1
1,N,30,9.2
0,N,340,5.0
4,N,30,2.1
2,N,120,3.3
4,C,32767,0.0
18,N,20,7.2
23,N,280,1.3
5,N,160,3.0
7,N,70,1.4
14,N,220,2.5
4,N,320,7.8
9,N,230,3.7
4,N,10,5.7
7,N,170,2.3
6,N,220,8.2
3,N,180,4.0
1,N,240,10.8
6,N,60,8.9
19,N,200,3.4
12,N,80,4.0
20,N,270,2.6
13,V,32767,4.7
21,N,60,4.3
15,N,350,1.1
21,N,280,1.5
3,N,10,10.6
1,N,120,8.9
6,N,170,3.4
2,N,110,10.4
4,C,32767,0.0
21,N,80,9.2
0,N,320,8.2
18,N,180,2.8
22,N,110,8.1
9,N,100,10.6
3,N,90,7.0
22,N,50,8.7
3,N,10,10.2
21,N,190,7.0
19,N,200,5.0
6,N,190,2.6
3,N,50,6.8
2,N,160,8.6
5,N,50,2.6
2,N,150,5.0
6,N,180,11.0
6,N,230,7.6
9,V,32767,5.6
15,N,160,7.3
17,N,40,5.8
11,N,290,6.3
11,N,100,8.3
3,N,40,6.5
14,N,310,10.9
20,C,32767,0.0
8,N,90,6.6
17,N,220,5.2
22,N,110,7.2
14,N,180,8.7
0,N,100,8.2
9,N,240,6.2
20,N,50,8.8
9,N,350,7.5
1,N,90,6.3
9,N,240,9.7
13,N,320,4.6
12,N,60,6.2
2,N,170,2.5
8,N,250,1.4
22,N,290,1.5
4,N,140,5.9
18,N,230,5.7
23,N,300,2.9
13,V,32767,13.7
22,N,80,10.0
6,N,300,6.2
19,N,170,5.2
9,N,230,5.9
3,N,120,10.3
20,C,32767,0.0
20,N,90,6.9
9,N,200,5.0
13,N,320,5.1
4,N,150,10.6
16,N,340,9.0
22,N,30,2.0
20,N,280,3.6
3,N,140,3.9
6,N,190,1.7
1,N,290,7.6
21,N,90,4.8
1,N,230,7.6
5,N,200,2.7
13,N,320,10.7
7,N,70,5.9
8,N,250,3.2
16,N,90,2.0
9,N,260,8.1
0,N,130,8.0
9,V,32767,10.9
3,N,10,6.3
10,N,210,9.7
16,N,20,2.9
3,N,150,9.3
18,C,32767,0.0
15,N,350,6.8
22,N,40,5.6
6,N,60,7.5
1,N,100,8.3
8,N,210,5.8
22,N,300,5.7
22,N,90,7.0
2,N,130,6.9
15,N,110,10.8
13,N,200,3.1
22,N,300,5.2
5,N,200,4.4
12,N,50,1.5
2,N,50,1.7
21,N,200,3.1
6,N,50,4.1
15,N,190,8.1
15,N,110,4.2
6,N,50,9.7
17,N,320,8.7
13,V,32767,3.8
10,N,350,10.8
20,N,260,3.9
0,N,120,5.6
17,N,100,9.4
10,N,80,6.4
4,N,320,8.6
22,N,110,8.4
14,N,330,1.6
11,N,130,7.2
4,N,160,3.9
22,N,300,8.4
4,N,150,3.9
20,N,50,5.6
19,N,60,10.8
12,N,70,8.4
21,N,360,2.6
5,N,170,10.1
18,N,240,1.9
5,N,30,8.7
9,N,260,10.0
21,N,30,8.1
3,N,170,4.7
14,N,300,7.1
22,N,220,4.6
16,N,210,9.6
19,N,10,7.5
10,N,150,2.2
21,N,60,9.9
18,C,32767,0.0
6,N,210,2.2
15,N,340,8.8
11,N,360,8.4
18,N,240,10.4
23,N,120,8.3
6,N,180,4.1
15,N,320,3.6
1,N,40,1.7
11,N,300,6.5
20,N,80,7.2
13,N,170,7.3
14,N,340,10.2
3,N,300,2.1
19,N,220,3.0
9,N,200,4.8
19,N,250,8.2
5,N,40,4.0
8,N,250,3.9
1,N,70,1.5
7,N,80,7.2
2,N,140,4.0
20,N,270,6.4
19,V,32767,2.9
9,N,260,3.8
12,C,32767,0.0
13,N,330,9.1
22,N,110,7.1
8,N,260,6.2
3,N,10,6.9
17,N,100,8.7
17,N,30,2.0
7,N,70,6.3
20,N,90,7.0
20,N,40,4.0
7,N,70,6.9
11,N,120,6.7
20,N,50,8.0
6,N,350,7.4
21,N,90,3.4
12,N,150,5.5
15,N,90,6.9
17,N,350,5.3
5,N,190,8.1
15,N,350,2.5
3,N,130,7.5
10,N,300,7.6
7,N,210,4.4
12,N,310,9.2
21,V,32767,4.1
4,C,32767,0.0
15,N,340,2.5
1,N,40,2.0
18,N,210,2.4
0,N,100,5.5
12,N,120,5.3
10,N,130,1.3
11,N,270,7.4
4,N,20,2.4
7,N,240,5.2
20,N,80,10.7
8,N,250,8.3
21,N,270,11.0
3,N,40,5.1
6,N,180,4.1
20,N,90,5.0
20,N,330,7.1
21,N,100,1.7
8,N,80,7.6
14,N,150,6.5
1,N,70,5.5
19,N,70,6.4
8,N,180,5.4
2,N,310,7.3
21,N,30,6.6
11,C,32767,0.0
2,N,150,7.4
21,N,320,4.2
5,N,40,5.3
21,N,180,3.7
3,N,80,9.6
7,N,170,5.8
10,N,280,8.6
2,N,120,6.7
22,N,110,2.5
17,N,100,2.9
4,N,30,9.9
2,N,150,7.3
14,N,340,7.7
4,N,360,9.8
22,N,110,4.7
6,N,220,9.6
12,N,50,6.3
18,N,240,9.7
3,N,140,3.8
5,N,330,10.7
11,N,90,3.2
17,N,30,2.2
4,N,190,10.5
16,N,340,10.1
20,C,32767,0.0
13,V,32767,13.3
22,N,330,8.1
4,N,160,6.5
10,N,110,1.9
16,N,10,2.9
3,N,360,1.8
5,N,50,8.2
13,N,330,4.5
20,N,90,7.0
20,N,20,4.2
23,N,120,8.1
1,N,260,10.2
11,N,70,7.7
20,N,260,2.6
8,N,100,4.1
10,N,280,5.9
22,N,50,2.4
6,N,20,2.4
4,N,190,5.1
1,N,280,8.4
13,N,330,5.2
18,N,240,3.5
2,N,90,9.1
16,N,190,7.5
17,C,32767,0.0
21,N,280,10.4
15,V,32767,13.4
4,N,190,5.1
11,N,80,2.1
18,N,240,7.3
3,N,40,10.0
9,N,100,7.7
16,N,210,1.1
19,N,250,8.1
1,N,40,1.4
9,N,230,1.2
17,N,220,6.2
14,N,330,10.4
9,N,40,1.9
13,N,90,7.8
21,N,280,10.2
11,N,300,9.8
10,N,60,10.9
3,N,350,5.6
0,N,310,4.8
5,N,180,1.8
9,N,260,10.4
14,N,340,1.5
12,N,50,9.2
14,C,32767,0.0
10,N,70,6.8
14,N,340,6.7
2,V,32767,6.9
3,N,360,8.0
12,N,260,1.7
14,N,340,8.2
2,N,350,4.2
5,N,40,4.4
9,N,260,9.7
21,N,180,2.4
13,N,290,1.5
14,N,50,10.9
7,N,200,7.6
0,N,330,3.5
16,N,330,6.8
13,N,330,8.3
0,N,130,3.6
