PBZ,40.53195,-80.21805999999998,0,12856,0,9999,-9370161.913130851,-8470161.913130851,4588193.372289133,5288193.372289133
BOX,41.95556,-71.13472,0,12856,0,9999,-8360104.28381374,-7460104.28381374,4798742.350511885,5498742.350511885
EAX,38.81,-94.26389,0,12856,0,9999,-1.0932043088072142E7,-1.0032043088072142E7,4339407.643327768,5039407.643327768
SLC,40.77195,-111.955,0,12856,0,9999,-1.2899275474681946E7,-1.1999275474681946E7,4623369.937995336,5323369.937995336
TSA,36.14861,-95.86111,0,12856,0,9999,-1.1109652232582627E7,-1.0209652232582627E7,3966409.1300783334,4666409.130078333
TOP,39.07223,-95.63056,0,12856,0,9999,-1.1084015320781566E7,-1.0184015320781566E7,4376898.052242491,5076898.052242491
ICT,37.655,-97.44305,0,12856,0,9999,-1.128556225754282E7,-1.038556225754282E7,4175895.6733279685,4875895.673327968
DDC,37.76056,-99.96861,0,12856,0,9999,-1.156640181064753E7,-1.066640181064753E7,4190732.6866962407,4890732.686696241
GLD,39.36611,-101.70083,0,12856,0,9999,-1.1759022809823569E7,-1.0859022809823569E7,4419079.324964198,5119079.324964198
MPX,44.84916,-93.56528,0,12856,0,9999,-1.0854358408161752E7,-9954358.408161752,5241743.148552933,5941743.148552933
DLH,46.83694000000001,-92.21028,0,12856,0,9999,-1.0703683866888972E7,-9803683.866888972,5559092.097372879,6259092.097372879
BIS,46.77195,-100.75944,0,12856,0,9999,-1.1654341255278343E7,-1.0754341255278343E7,5548534.144023035,6248534.144023035
GID,40.6475,-98.38444,0,12856,0,9999,-1.1390243812088048E7,-1.0490243812088048E7,4605113.630413384,5305113.630413384
FWD,32.83416,-97.29805,0,12856,0,9999,-1.1269438413642783E7,-1.0369438413642783E7,3519117.021733404,4219117.021733404
OUN,35.23694,-97.46083,0,12856,0,9999,-1.1287539374401737E7,-1.0387539374401737E7,3841582.4244286334,4541582.424428633
LIX,30.33722,-89.82528000000002,0,12856,0,9999,-1.0438474434464194E7,-9538474.434464194,3193128.761097869,3893128.761097869
CTP,40.79139,-77.86360999999998,0,12856,0,9999,-9108349.607817423,-8208349.607817423,4626224.792077845,5326224.792077845
PHI,40.01333,-74.8175,0,12856,0,9999,-8769625.455111574,-7869625.455111575,4512607.269811037,5212607.269811037
OKX,40.86556,-72.86499999999998,0,12856,0,9999,-8552509.557078287,-7652509.557078288,4637124.686551023,5337124.686551023
BOI,43.56723,-116.21139,0,12856,0,9999,-1.3372581460459098E7,-1.2472581460459098E7,5042865.257692845,5742865.257692845
ILN,39.42111,-83.82223,0,12856,0,9999,-9770941.737056399,-8870941.737056399,4426993.283106372,5126993.283106372
IND,39.70639,-86.28084,0,12856,0,9999,-1.0044336522236228E7,-9144336.522236228,4468142.890782041,5168142.890782041
JKL,37.59389,-83.31723000000002,0,12856,0,9999,-9714786.280714886,-8814786.280714886,4167315.981517056,4867315.981517056
LMK,38.11472,-85.645,0,12856,0,9999,-9973631.798750704,-9073631.798750704,4240667.173945117,4940667.173945117
PAH,37.06834,-88.77195,0,12856,0,9999,-1.0321345272428136E7,-9421345.272428136,4093818.5808709115,4793818.5808709115
HGX,29.47195,-95.07945,0,12856,0,9999,-1.1022732482079837E7,-1.0122732482079837E7,3082131.6441921024,3782131.6441921024
FFC,33.36333,-84.56583000000002,0,12856,0,9999,-9853629.25653274,-8953629.25653274,3589358.5954624,4289358.5954624005
MLB,28.11361,-80.655,0,12856,0,9999,-9418749.170742461,-8518749.170742461,2909770.5732198837,3609770.5732198837
AMA,35.23305999999999,-101.70889,0,12856,0,9999,-1.1759919073146565E7,-1.0859919073146565E7,3841054.197543656,4541054.197543656
TFX,47.45972,-111.38472,0,12856,0,9999,-1.2835860952617709E7,-1.1935860952617709E7,5660920.243834289,6360920.243834289
MSO,46.92473,-114.09027,0,12856,0,9999,-1.3136715199953921E7,-1.2236715199953921E7,5573374.321196115,6273374.321196115
SEW,47.68722,-122.25528,0,12856,0,9999,-1.404465552190053E7,-1.314465552190053E7,5698418.246105983,6398418.246105983
OTX,47.68084,-117.62778,0,12856,0,9999,-1.3530082503642388E7,-1.2630082503642388E7,5697364.429282707,6397364.429282707
PDT,45.69083,-118.85222,0,12856,0,9999,-1.3666238913469726E7,-1.2766238913469726E7,5374735.141138894,6074735.141138894
DTX,42.68694,-83.47166999999997,0,12856,0,9999,-9731959.842452275,-8831959.842452275,4908739.887192545,5608739.887192545
GRR,42.89389,-85.54472,0,12856,0,9999,-9962480.770707285,-9062480.770707285,4940098.958434695,5640098.958434695
MQT,46.53139,-87.54861,0,12856,0,9999,-1.0185311181416592E7,-9285311.181416592,5509564.403609848,6209564.403609848
APX,44.9075,-84.71889,0,12856,0,9999,-9870649.363755774,-8970649.363755774,5250898.220767758,5950898.220767758
MFL,25.75417,-80.38389000000002,0,12856,0,9999,-9388602.03060633,-8488602.03060633,2615450.278164767,3315450.278164767
CRP,27.77917,-97.50611,0,12856,0,9999,-1.1292574461655486E7,-1.0392574461655486E7,2867671.8413163647,3567671.8413163647
EWX,29.70417,-98.02861,0,12856,0,9999,-1.1350675899157353E7,-1.0450675899157353E7,3111826.569545166,3811826.569545166
BRO,25.91583,-97.41861,0,12856,0,9999,-1.128284455585374E7,-1.038284455585374E7,2635422.9153296305,3335422.9153296305
CLE,41.41222,-81.86028,0,12856,0,9999,-9552775.009196525,-8652775.009196525,4717840.676719376,5417840.676719376
STO,38.60917,-121.38722,0,12856,0,9999,-1.3948128184411788E7,-1.3048128184411788E7,4310788.6922145095,5010788.6922145095
MTR,36.59277,-121.85556,0,12856,0,9999,-1.4000207088219678E7,-1.3100207088219678E7,4027748.5982804066,4727748.598280407
MFR,42.37695,-122.88056,0,12856,0,9999,-1.4114185984754441E7,-1.3214185984754441E7,4861961.977902378,5561961.977902378
AFC,61.15611,-149.98389,0,12856,0,9999,-1.7128047102625113E7,-1.6228047102625113E7,8302375.474508852,9002375.474508852
AFG,64.85972,-147.83472,0,12856,0,9999,-1.6889061712317202E7,-1.5989061712317202E7,9211151.105478805,9911151.105478805
AJK,58.37834,-134.59861,0,12856,0,9999,-1.5417220529670674E7,-1.4517220529670674E7,7688502.719640497,8388502.719640497
GUA,13.55,144.83333,0,12856,0,9999,1.5655310375467971E7,1.6555310375467971E7,1170990.0463046187,1870990.0463046187
HFO,21.30278,-157.81945,0,12856,0,9999,-1.79993529392416E7,-1.70993529392416E7,2075388.9781386214,2775388.9781386214
